,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,MntTotal,TotalPurchaseTimes,TotalCmp,Age,AgeSegment,IncomeSegment,WineSegment,FruitSegment,MeatSegment,FishSegment,SweetSegment,GoldSegment
431,1989,Graduation,Married,42387.0,1,0,29-10-2012,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,684,16,0,35,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),PRIORITY Level
432,1967,2n Cycle,Together,67309.0,1,1,23-01-2013,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,1082,24,0,57,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),PRIORITY Level,PRIORITY Level,Level 3 (Frequent)
433,1964,Graduation,Married,75236.0,0,1,25-11-2013,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,1068,24,0,60,Seniors (50 and above),High Income,Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent)
434,1970,Graduation,Single,30015.0,1,0,02-02-2014,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,57,5,0,54,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional)
435,1956,Master,Together,50943.0,0,1,21-06-2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,46,4,0,68,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
436,1966,Graduation,Divorced,67272.0,0,1,21-12-2013,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,733,20,0,58,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
437,1949,Master,Widow,51529.0,0,1,07-09-2013,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,467,15,0,75,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle)
438,1971,PhD,Married,32011.0,1,0,22-08-2013,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,122,7,0,53,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
439,1986,2n Cycle,Married,7500.0,1,0,07-02-2013,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,36,5,0,38,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
440,1989,Graduation,Married,28691.0,1,0,04-07-2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,34,4,0,35,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional)
441,1948,PhD,Married,56223.0,0,1,20-12-2013,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,156,8,0,76,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional)
442,1946,Graduation,Married,18100.0,0,0,06-08-2013,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,14,3,0,78,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
444,1974,2n Cycle,Married,20130.0,0,0,17-03-2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,34,4,0,50,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
445,1959,Graduation,Divorced,23295.0,0,0,13-07-2013,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,20,3,0,65,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional)
446,1972,Master,Divorced,42618.0,1,0,09-10-2013,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,192,9,0,52,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
447,1964,Graduation,Single,81246.0,0,0,29-12-2013,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,1379,16,2,60,Seniors (50 and above),High Income,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,Level 2 (Middle)
448,1976,Graduation,Married,24027.0,1,0,09-06-2013,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,48,5,0,48,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional)
449,1953,PhD,Married,55707.0,0,1,22-12-2013,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,428,14,0,71,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle)
450,1955,Graduation,Single,57959.0,0,1,02-05-2013,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,868,22,0,69,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
451,1969,Graduation,Married,56796.0,0,1,16-02-2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,1001,24,0,55,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle)
452,1971,Master,Single,36230.0,1,0,17-10-2013,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,59,6,0,53,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
453,1980,2n Cycle,Married,70829.0,1,1,01-12-2013,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,431,14,0,44,Middle Age (30-49),High Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle)
454,1976,Graduation,Married,65991.0,0,1,07-09-2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,971,24,0,48,Middle Age (30-49),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 1 (Occasional)
455,1972,Graduation,Married,38988.0,1,2,20-08-2012,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,348,12,0,52,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
456,1966,2n Cycle,Single,89572.0,0,0,15-09-2012,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,2059,23,3,58,Seniors (50 and above),High Income,Level 3 (Frequent),Level 2 (Middle),PRIORITY Level,PRIORITY Level,PRIORITY Level,Level 3 (Frequent)
457,1984,Master,Married,42207.0,1,0,01-04-2013,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,265,10,2,40,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
458,1952,Graduation,Married,50300.0,0,1,25-05-2014,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,270,11,0,72,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
459,1982,2n Cycle,Together,66664.0,0,0,25-09-2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,1289,18,0,42,Middle Age (30-49),Medium Income,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),PRIORITY Level,PRIORITY Level,Level 2 (Middle)
460,1964,Graduation,Married,60597.0,0,1,01-01-2014,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,893,12,2,60,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 1 (Occasional),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
461,1949,Graduation,Widow,70165.0,0,0,22-09-2013,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,926,21,0,75,Seniors (50 and above),High Income,Level 2 (Middle),Level 1 (Occasional),Level 3 (Frequent),PRIORITY Level,PRIORITY Level,Level 3 (Frequent)
462,1958,PhD,Widow,50520.0,0,1,28-01-2014,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,135,7,0,66,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
464,1975,Graduation,Married,33183.0,1,0,24-02-2014,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,120,7,0,49,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
465,1969,PhD,Single,66582.0,0,0,03-03-2014,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,1288,19,0,55,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 1 (Occasional)
466,1955,PhD,Together,75261.0,0,0,23-04-2013,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,1743,16,3,69,Seniors (50 and above),High Income,PRIORITY Level,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
467,1970,Graduation,Widow,31880.0,1,0,31-10-2012,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,15,3,0,54,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
468,1951,Graduation,Married,53790.0,0,2,06-03-2014,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,542,17,0,73,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
469,1971,PhD,Together,49269.0,1,0,15-08-2012,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,890,22,0,53,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
470,1975,Graduation,Married,61456.0,0,1,27-03-2013,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,1388,29,0,49,Middle Age (30-49),Medium Income,Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent)
471,1980,Graduation,Married,37406.0,1,0,10-10-2013,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,17,3,1,44,Middle Age (30-49),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional)
472,1981,PhD,Together,56937.0,1,0,04-08-2012,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,906,23,2,43,Middle Age (30-49),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
473,1978,Graduation,Married,38415.0,1,1,02-01-2013,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,44,4,0,46,Middle Age (30-49),Medium Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional)
474,1988,Graduation,Single,20518.0,1,0,18-05-2014,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,25,4,0,36,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional)
475,1956,Graduation,Married,62503.0,0,1,18-02-2013,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,973,22,0,68,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent)
476,1972,PhD,Single,41644.0,1,1,09-05-2014,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,31,4,0,52,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
477,1977,Master,Married,55842.0,0,1,23-05-2014,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,518,16,0,47,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
478,1972,PhD,Married,62010.0,0,1,23-10-2012,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,530,15,0,52,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 3 (Frequent)
479,1977,Graduation,Married,41124.0,1,0,31-10-2012,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,506,14,0,47,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 3 (Frequent)
480,1973,Master,Married,38961.0,1,0,30-12-2013,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,70,5,0,51,Seniors (50 and above),Medium Income,Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
481,1972,Master,Divorced,37760.0,1,0,11-08-2013,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,54,5,0,52,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional)
482,1974,Graduation,Single,32233.0,1,0,19-08-2012,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,296,10,2,50,Seniors (50 and above),Low Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
483,1975,Graduation,Married,43057.0,0,1,30-10-2013,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,266,11,0,49,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional)
484,1960,Master,Together,83151.0,0,0,10-10-2012,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,747,18,0,64,Seniors (50 and above),High Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle)
485,1964,PhD,Divorced,78825.0,0,0,14-09-2012,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,895,28,1,60,Seniors (50 and above),High Income,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),Level 2 (Middle)
486,1976,Master,Together,65104.0,0,1,14-11-2013,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,1053,15,0,48,Middle Age (30-49),Medium Income,Level 3 (Frequent),Level 1 (Occasional),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
487,1974,Graduation,Married,60093.0,0,1,26-06-2013,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,735,19,0,50,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
488,1969,Graduation,Married,14045.0,1,0,26-01-2014,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,20,4,0,55,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
489,1952,2n Cycle,Widow,28457.0,0,0,28-10-2012,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,205,9,0,72,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
490,1958,PhD,Together,78952.0,0,1,24-09-2012,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,2092,19,0,66,Seniors (50 and above),High Income,Level 3 (Frequent),Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level
491,1976,Graduation,Divorced,46310.0,1,0,03-12-2012,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,309,12,0,48,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
492,1955,Graduation,Together,76005.0,0,0,22-02-2013,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,1722,21,1,69,Seniors (50 and above),High Income,Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 2 (Middle)
493,1964,Master,Single,58308.0,0,1,12-01-2013,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,900,11,0,60,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),PRIORITY Level
494,1944,PhD,Divorced,55614.0,0,0,27-11-2013,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,682,19,1,80,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle)
495,1962,Master,Divorced,59432.0,0,1,13-04-2013,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,663,19,0,62,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
496,1978,Graduation,Divorced,55563.0,0,1,05-04-2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,43,5,0,46,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
497,1971,PhD,Together,78642.0,0,1,21-04-2013,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,1816,17,0,53,Seniors (50 and above),High Income,PRIORITY Level,Level 1 (Occasional),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle)
498,1949,PhD,Together,67911.0,0,1,22-05-2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,976,24,0,75,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 1 (Occasional),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),Level 1 (Occasional)
499,1944,Graduation,Married,65275.0,0,0,03-04-2013,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,746,20,0,80,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle)
500,1950,Graduation,Together,27203.0,1,1,06-08-2012,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,64,4,0,74,Seniors (50 and above),Low Income,Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle)
501,1961,Master,Together,48330.0,0,1,15-11-2013,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,32,4,0,63,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional)
502,1990,Basic,Married,24279.0,0,0,29-12-2012,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,263,8,0,34,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent)
503,1985,PhD,Married,64355.0,1,0,24-08-2012,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,1445,19,0,39,Middle Age (30-49),Medium Income,Level 3 (Frequent),Level 1 (Occasional),Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level
505,1953,Graduation,Widow,53653.0,0,0,07-11-2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,1210,26,0,71,Seniors (50 and above),Medium Income,Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
506,1976,Graduation,Married,65665.0,0,1,02-12-2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,945,23,0,48,Middle Age (30-49),Medium Income,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle)
507,1989,Graduation,Single,81217.0,0,0,19-07-2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,1157,21,0,35,Middle Age (30-49),High Income,Level 2 (Middle),Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent)
508,1992,Graduation,Married,34935.0,0,0,21-06-2013,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,137,7,0,32,Middle Age (30-49),Low Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
509,1959,Graduation,Divorced,61250.0,0,1,16-12-2012,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,730,19,0,65,Seniors (50 and above),Medium Income,Level 2 (Middle),PRIORITY Level,Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 3 (Frequent)
510,1981,PhD,Together,39665.0,1,0,25-05-2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,216,9,1,43,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
511,1979,Graduation,Single,60152.0,0,1,28-03-2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,943,22,0,45,Middle Age (30-49),Medium Income,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent)
512,1964,Graduation,Married,48920.0,0,2,20-10-2013,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,347,13,1,60,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 1 (Occasional)
513,1959,Master,Together,89120.0,0,0,17-03-2014,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,1924,18,1,65,Seniors (50 and above),High Income,Level 3 (Frequent),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),PRIORITY Level,Level 2 (Middle)
514,1946,PhD,Together,44124.0,0,1,11-05-2013,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,397,13,0,78,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle)
515,1975,Master,Single,81169.0,0,0,14-04-2013,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,2089,21,0,49,Middle Age (30-49),High Income,PRIORITY Level,Level 2 (Middle),PRIORITY Level,Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle)
516,1961,Graduation,Married,36443.0,1,1,03-02-2013,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,138,7,0,63,Seniors (50 and above),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle)
517,1990,Graduation,Single,26095.0,1,0,30-06-2013,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,42,4,0,34,Middle Age (30-49),Low Income,Level 1 (Occasional),Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
518,1959,Graduation,Together,71367.0,0,0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,777,16,0,65,Seniors (50 and above),High Income,Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
519,1944,Master,Married,80184.0,0,0,01-03-2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,1902,19,2,80,Seniors (50 and above),High Income,Level 3 (Frequent),PRIORITY Level,PRIORITY Level,Level 2 (Middle),Level 3 (Frequent),Level 1 (Occasional)
520,1965,Graduation,Divorced,30630.0,1,1,27-01-2014,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,52,5,0,59,Seniors (50 and above),Low Income,Level 2 (Middle),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 1 (Occasional),Level 2 (Middle)
521,1987,Master,Single,73454.0,0,0,01-03-2014,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,1651,12,1,37,Middle Age (30-49),High Income,Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 3 (Frequent),Level 2 (Middle),PRIORITY Level
522,1991,Graduation,Married,42691.0,0,0,16-08-2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,358,12,0,33,Middle Age (30-49),Medium Income,Level 2 (Middle),Level 1 (Occasional),Level 2 (Middle),Level 2 (Middle),Level 2 (Middle),Level 3 (Frequent)
